,airconditioning_exception,airconditioning_financial_score,airconditioning_qualification,airconditioning_rank,airconditioning_technical_score,airconditioning_total_score,asphalt_exception,asphalt_financial_score,asphalt_qualification,asphalt_rank,asphalt_technical_score,asphalt_total_score,bridge_exception,bridge_financial_score,bridge_qualification,bridge_rank,bridge_technical_score,bridge_total_score,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_score,bridgemaintenance_technical_score,builiding_exception,builiding_financial_score,builiding_qualification,builiding_rank,builiding_technical_score,builiding_total_score,cement_exception,cement_financial_score,cement_qualification,cement_rank,cement_technical_score,cement_total_score,ceo_name,civilengineering_exception,civilengineering_financial_score,civilengineering_qualification,civilengineering_rank,civilengineering_technical_score,civilengineering_total_score,communication_exception,communication_financial_score,communication_qualification,communication_rank,communication_technical_score,communication_total_score,date,dredging_exception,dredging_financial_score,dredging_qualification,dredging_rank,dredging_technical_score,dredging_total_score,electricity_exception,electricity_financial_score,electricity_qualification,electricity_rank,electricity_technical_score,electricity_total_score,firm_address,firm_id,firm_name,grout_exception,grout_financial_score,grout_qualification,grout_rank,grout_technical_score,grout_total_score,landscaping_exception,landscaping_financial_score,landscaping_qualification,landscaping_rank,landscaping_technical_score,landscaping_total_score,machinery_exception,machinery_financial_score,machinery_qualification,machinery_rank,machinery_technical_score,machinery_total_score,maintenance_exception,maintenance_financial_score,maintenance_qualification,maintenance_rank,maintenance_technical_score,maintenance_total_score,painting_exception,painting_financial_score,painting_qualification,painting_rank,painting_technical_score,painting_total_score,prefab_exception,prefab_financial_score,prefab_qualification,prefab_rank,prefab_technical_score,prefab_total_score,prestressed_exception,prestressed_financial_score,prestressed_qualification,prestressed_rank,prestressed_technical_score,prestressed_total_score,slope_exception,slope_financial_score,slope_qualification,slope_rank,slope_technical_score,slope_total_score,stakeout_exception,stakeout_financial_score,stakeout_qualification,stakeout_rank,stakeout_technical_score,stakeout_total_score,substation_exception,substation_financial_score,substation_qualification,substation_rank,substation_technical_score,substation_total_score,well_exception,well_financial_score,well_qualification,well_rank,well_technical_score,well_total_score,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_technical_score,woodenbuiliding_total_score
2441, ,625,C,1322,0,625, ,625,C,1380,0,625,,,,,,, ,651,○, 952,651,0, ,625,D,1461,0,625, ,625,○,1071,0,625,黒田　智則, ,664,D,1387,0,664,,,,,,,20211215, ,752,○, 281,0,752,,,,,,,三重県津市中河原２０２０,9190002002612,ニューライフ興業（有）,,,,,,,,,,,,,,,,,,, ,651,○,2666,0,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,吉川　智加司, ,838,D, 703,0,838,,,,,,,20211215,,,,,,,,,,,,,長野県飯田市下久堅下虎岩９７５,8100001022653,二吉建設（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,塚本　明寿, ,744,D,1100,0,744,,,,,,,20211215,,,,,,,,,,,,,静岡県浜松市中区富塚町４３６５－９,2080401003947,（株）庭明,,,,,,, ,854,B, 163,0,854,,,,,,, ,713,○,2450,0,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鈴木　榮治, ,746,D,1093,0,746,,,,,,,20211215,,,,,,,,,,,,,静岡県浜松市中区尾張町１２５－１,1080401003948,（株）庭勘,,,,,,, ,871,B, 143,0,871,,,,,,, ,746,○,2280,0,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2445,,,,,,,,,,,,,,,,,,,,,,,,, ,939,D, 425,0,939,,,,,,,丹羽　健太, ,823,D, 764,0,823,,,,,,,20211215,,,,,,,,,,,,,福井県鯖江市石田中町７－１,3210001012549,丹羽建設鋼業（株）,,,,,,,,,,,,, ,890,○, 469,0,890,,,,,,, ,703,○, 897,0,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,,,,,,, ,901,C, 419,0,901,,,,,,,-01,970,○, 332,970,0,,,,,,, ,857,○, 343,0,857,平井　良治, ,1119,D, 184,0,1119,,,,,,,20211215, ,761,○, 265,0,761,,,,,,,兵庫県神戸市中央区栄町通２－４－１４,1140001077898,（株）ＮＥＯ　ＤＡＩＳＥＩ,,,,,,, ,819,B, 217,0,819,,,,,,, ,949,○, 111,1366,2315, ,801,○, 161,650,1451,,,,,,,,,,,,, ,949,○, 534,0,949,,,,,,,,,,,,,,,,,,,,,,,,
2447,,,,,,, ,581,C,1439,0,581,,,,,,,,,,,,,,,,,,, ,581,○,1113,0,581,楠本　和弘, ,596,D,1519,0,596, ,785,○, 555,0,785,20211215, ,581,○, 700,0,581, ,684,C, 839,0,684,神奈川県横浜市港北区新横浜２－１５－１０　ＹＳ新横浜ビル８階,2020001048423,ネットチャート（株）,,,,,,, ,581,B, 906,0,581,,,,,,, ,613,○,2746,0,613, ,581,○,1256,0,581,,,,,,,,,,,,,,,,,,,,,,,,, ,613,○, 760,0,613,,,,,,,,,,,,
2448,,,,,,,,,,,,,,,,,,, ,875,○, 562,875,0,,,,,,,,,,,,,野口　貴代, ,1119,D, 183,0,1119,,,,,,,20211215,,,,,,,,,,,,,東京都江戸川区西葛西５－７－６,6011701006345,（株）野口工務店, ,875,○, 364,0,875,,,,,,,,,,,,, ,875,○,1438,0,875,,,,,,,,,,,,, ,822,○, 502,0,822, ,875,○, 731,0,875,,,,,,,,,,,,,,,,,,,,,,,,
2449,,,,,,,,,,,,,,,,,,,,,,,,, ,839,C,  34,1338,2177,,,,,,,野々川　謙二, ,684,D,1329,0,684,,,,,,,20211215,,,,,,,,,,,,,愛知県小牧市中央５－６,6180001076330,（株）野々川工務店,,,,,,,,,,,,,,,,,,,,,,,,, ,783,○, 540,0,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2450, ,692,C,1145,0,692, ,760,C, 843,0,760,,,,,,, ,785,○, 801,785,0, ,917,D, 481,0,917,,,,,,,野々山　正春, ,907,D, 471,0,907,,,,,,,20211215,,,,,,,,,,,,,愛知県知立市上重原町土取６７,6180301014857,野々山建設（株）,,,,,,,,,,,,,,,,,,,,,,,,, ,693,○, 961,0,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,788,○, 634,0,788
2451,,,,,,,,,,,,,,,,,,,,,,,,,-33,763,D,  特,761,1524,,,,,,,野平　哲朗, ,652,D,1415,0,652,,,,,,,20211215,,,,,,,,,,,,,岐阜県瑞浪市松ヶ瀬町１－９,9200001021875,（株）野平木材,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,676,○, 947,0,676
2452,,,,,,, ,744,C, 918,0,744,,,,,,,,,,,,,,,,,,,,,,,,,野村　繁, ,1079,D, 206,0,1079,,,,,,,20211215,,,,,,,,,,,,,愛知県小牧市新町３－４２２,3180001076333,（株）ノムラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453, ,596,C,1357,0,596, ,589,C,1431,0,589,,,,,,,,,,,,, ,649,D,1407,0,649,,,,,,,疋田　裕次郎, ,592,D,1525,0,592,,,,,,,20211215,,,,,,,,,,,,,静岡県浜松市北区豊岡町２３０－２,3080401003987,（株）乗松工務店,,,,,,,,,,,,,,,,,,, ,596,○,2770,0,596, ,589,○,1246,0,589, ,604,○, 640,0,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,616,○,1017,0,616
2454,,,,,,,,,,,,,,,,,,,,,,,,, ,725,D,1180,0,725,,,,,,,伊東　寛明, ,743,D,1106,0,743,,,,,,,20211215,,,,,,,,,,,,,長野県長野市松代町大室１９６８－３,8100001003744,（株）楽東苑,,,,,,, ,788,A,  75,1003,1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2455,,,,,,,,,,,,,,,,,,,,,,,,, ,880,D, 597,0,880,,,,,,,山田　哲矢, ,697,D,1290,0,697,,,,,,,20211215,,,,,,,,,,,,,広島県福山市曙町４－３－１８,7240001032549,ラックス建設（株）,,,,,,,,,,,,,,,,,,,,,,,,, ,676,○,1039,0,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2456,,,,,,, ,963,B, 285,743,1706,,,,,,,,,,,,, ,681,D,1326,0,681,,,,,,,岡　浩二, ,989,D, 291,0,989,,,,,,,20211215,,,,,,,,,,,,,大阪府大阪市城東区成育２－７－２,4120001014504,（株）ランテック,,,,,,,,,,,,,,,,,,, ,892,○, 584,870,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,,,,,,, ,711,C,1069,0,711, ,693,○, 152,526,1219, ,840,○, 665,840,0,,,,,,, ,710,○, 863,0,710,平川　博士, ,843,D, 679,0,843,,,,,,,20211215,,,,,,,,,,,,,滋賀県栗東市安養寺６－８－１－２１,7160002012847,（有）リーグスセイワ, ,731,○, 627,0,731,,,,,,,,,,,,, ,801,○,1924,0,801, ,609,○,1227,0,609,,,,,,, ,762,○,  52,730,1492, ,731,○,1275,0,731, ,609,○, 703,0,609,,,,,,,,,,,,,,,,,,
2458, ,921,B, 246,719,1640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,柴田　昌吾, ,733,D,1156,0,733,,,,,,,20211215,,,,,,, ,742,C, 714,0,742,愛知県名古屋市中川区高畑５－１６１,8180001005832,リード工業（株）,,,,,,,,,,,,, ,893,○, 465,0,893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2459, ,1047,C, 164,0,1047, ,873,C, 480,0,873,,,,,,, ,929,○, 413,929,0, ,1607,C, 411,0,1607, ,873,○, 298,0,873,瀬戸　欣哉, ,929,D, 419,0,929,,,,,,,20211215,,,,,,, ,878,C, 414,0,878,東京都江東区大島２丁目１番１号,5010601004914,（株）ＬＩＸＩＬ,,,,,,,,,,,,, ,941,○, 417,0,941, ,959,○,1197,0,959, ,873,○, 369,0,873, ,1076,○,  86,0,1076, ,929,○, 231,0,929, ,929,○, 569,0,929,,,,,,,,,,,,,,,,,,, ,1443,○,  29,0,1443
2460,,,,,,, ,797,C, 699,0,797,,,,,,,,,,,,, ,1016,D, 280,0,1016,,,,,,,藤城　太郎, ,921,D, 439,0,921,,,,,,,20211215,,,,,,,,,,,,,静岡県浜松市天竜区二俣町二俣４１,2080401010043,（株）リサイクルクリーン,,,,,,,,,,,,,,,,,,, ,874,○,1442,0,874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461, ,1183,C,  58,0,1183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,岩崎　文雄, ,1005,D, 270,0,1005,,,,,,,20211215,,,,,,, ,862,C, 458,0,862,大阪府大阪市北区南森町１－４－１０　理水ビル,4120001071999,理水化学（株）,,,,,,,,,,,,, ,1133,○, 305,0,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,森下　亜耶, ,641,D,1447,0,641,,,,,,,20211215,,,,,,,,,,,,,愛知県名古屋市守山区白沢町２３１ニューハイツ白沢２０２号,6180001118751,立志建設（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,,,,,,,,,,,,,,,,,,,,,,,,, ,453,D,1527,0,453,,,,,,,御子柴　清志, ,445,D,1585,0,445,,,,,,,20211215,,,,,,,,,,,,,長野県松本市大字中山７４１２－１０,6100001015865,リマテックマツモト（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2464, ,677,C,1209,0,677, ,732,C, 969,0,732,,,,,,, ,804,○, 765,804,0, ,744,D,1089,0,744, ,712,○, 852,0,712,大木　隆男, ,852,D, 654,0,852,,,,,,,20211215,,,,,,,,,,,,,神奈川県座間市ひばりが丘１－１１－２２,4021002044450,（有）隆登緑化建設,,,,,,, ,749,B, 400,0,749,,,,,,, ,806,○,1891,0,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,戸ノ本　雅三, ,929,D, 418,0,929, ,960,○, 187,580,1540,20211215,,,,,,, ,1141,C,  85,0,1141,兵庫県尼崎市北初島１６－４,3140001053006,菱星システム（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2466, ,813,C, 600,0,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山内　敬三, ,605,D,1506,0,605,,,,,,,20211215,,,,,,,,,,,,,大阪府東大阪市長田西６－３－２９,7122001014266,（株）羚友設備,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467, ,1327,A,  49,1269,2596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山名　昭義, ,822,D, 772,0,822,,,,,,,20211215,,,,,,,,,,,,,静岡県静岡市葵区清閑町１４－５,8080001005719,菱和設備（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,,,,,,, ,817,C, 623,0,817,,,,,,,,,,,,, ,747,D,1081,0,747,,,,,,,寺本　弘幸, ,915,D, 454,0,915,,,,,,,20211215,,,,,,,,,,,,,三重県四日市市芝田１ー６ー７,5190001016781,（株）リョーケン,,,,,,,,,,,,,,,,,,, ,842,○,1634,0,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,森田　哲夫, ,588,D,1530,0,588,,,,,,,20211215,,,,,,,,,,,,,東京都八王子市北野町５３７－９－２０１,5010102007565,（株）緑化技研,,,,,,, ,649,B, 834,0,649,,,,,,, ,586,○,2783,0,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,,,,,,, ,777,C, 768,0,777,,,,,,,,,,,,,,,,,,, ,749,○, 730,0,749,笠原　通, ,780,D, 942,0,780,,,,,,,20211215,,,,,,,,,,,,,長野県長野市市場１番地１１,3100001002338,林業笠原造園（株）,,,,,,, ,899,A,  28,1187,2086,,,,,,, ,749,○,2265,0,749,,,,,,,,,,,,, ,689,○, 879,0,689, ,687,○,1367,0,687,,,,,,,,,,,,,,,,,,,,,,,,
2471, ,980,B,  64,1037,2017, ,828,C, 247,509,1337,,,,,,,,,,,,, ,769,D, 995,0,769,,,,,,,柳沢　健一, ,891,D, 520,0,891,,,,,,,20211215,,,,,,,,,,,,,長野県松本市宮渕２－２－３１,1100001014401,ルピナ中部工業（株）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472,,,,,,,,,,,,,,,,,,,,,,,,, ,810,D, 845,0,810,,,,,,,西山　富美子, ,799,D, 858,0,799,,,,,,,20211215,,,,,,,,,,,,,三重県鈴鹿市三日市１－１２－２７,4190001005505,鈴南建設（株）,,,,,,,,,,,,,,,,,,, ,732,○,2349,0,732,,,,,,, ,783,○, 394,0,783, ,715,○, 833,0,715,,,,,,,,,,,,,,,,,,,,,,,,, ,783,○, 645,0,783
2473,,,,,,,,,,,,,,,,,,, ,921,○, 434,921,0,,,,,,,,,,,,,樋口　明美, ,833,D, 727,0,833,,,,,,,20211215,,,,,,, ,720,C, 764,0,720,山梨県甲府市下小河原町２６２,9090001002499,（株）ロード,,,,,,, ,720,B, 546,0,720,,,,,,, ,838,○, 845,646,1484, ,945,○, 144,570,1515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,圓井　隆広, ,871,D, 582,0,871,,,,,,,20211215,,,,,,,,,,,,,兵庫県姫路市飾磨区上野田５－１１９,8140001062349,ロードテック（株）,,,,,,,,,,,,,,,,,,, ,923,○, 347,1067,1990, ,906,○,  80,835,1741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475,,,,,,,,,,,,, ,833,○, 406,0,833,,,,,,, ,833,D, 759,0,833,,,,,,,荒井　浩, ,833,D, 728,0,833,,,,,,,20211215,,,,,,,,,,,,,東京都千代田区丸の内２－３－２,1010001017941,（株）ザイエンス,,,,,,, ,829,B, 201,0,829,,,,,,, ,833,○,1689,0,833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,890,○, 358,0,890
2476, ,1688,A,  11,1636,3324,,,,,,,,,,,,,,,,,,, ,988,D, 323,0,988,,,,,,,佐藤　政美, ,991,D, 290,0,991,,,,,,,20211215,,,,,,, ,951,C, 275,0,951,東京都千代田区丸の内２－６－１,2010001017552,斎久工業（株）,,,,,,,,,,,,, ,928,○, 429,0,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西行　拓人, ,972,D, 327,0,972,,,,,,,20211215,,,,,,,,,,,,,島根県益田市高津６－２２－２１,5280001005247,西行建設（株）,,,,,,,,,,,,,,,,,,, ,800,○,1941,0,800,,,,,,,,,,,,, ,800,○, 600,0,800, ,800,○,1041,0,800,,,,,,,,,,,,,,,,,,,,,,,,
2478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西行　泰弘, ,968,D, 339,0,968,,,,,,,20211215,,,,,,,,,,,,,福井県大野市東中町８１０,5210001009790,（株）西行土木,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479,,,,,,,,,,,,,,,,,,,,,,,,, ,816,C, 512,556,1372,,,,,,,浜　一平, ,651,D,1416,0,651,,,,,,,20211215,,,,,,,,,,,,,長野県岡谷市本町四丁目１３番１６号,2100001019531,（株）サイト,,,,,,,,,,,,,,,,,,, ,612,○,2748,0,612, ,611,○,1223,0,611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,,,,,,,,,,,,,,,,,,,,,,,,, ,633,D,1445,0,633, ,640,○,1045,0,640,齊藤　弘子, ,797,D, 866,0,797,,,,,,,20211215,,,,,,,,,,,,,静岡県裾野市平松４１３,8080101002186,（株）齊藤組,,,,,,,,,,,,,,,,,,, ,703,○,2495,0,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481, ,586,C,1369,0,586, ,571,C,1447,0,571,,,,,,,,,,,,,,,,,,, ,562,○,1121,0,562,斉藤　徹, ,675,D,1352,0,675,,,,,,,20211215,,,,,,,,,,,,,長野県飯田市松尾明５２６２－１,3100001022443,斉藤工業（株）,,,,,,,,,,,,,,,,,,, ,651,○,2664,0,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,623,○, 144,0,623,,,,,,
2482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,齋藤　貴博, ,741,D,1117,0,741,,,,,,,20211215,,,,,,,,,,,,,京都府京都市西京区大原野北春日町３３９－３,9130001008203,（株）斉藤造園,,,,,,, ,878,A,  65,976,1854,,,,,,, ,734,○,2338,0,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,齋藤　昇, ,615,D,1496,0,615,,,,,,,20211215,,,,,,,,,,,,,大阪府大阪市住之江区西加賀屋２－３－２４,1120001030702,（株）斉藤鐵工所,,,,,,,,,,,,, ,921,○, 109,1102,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,,,,,,,,,,,,,,,,,,,,,,,,, ,742,D,1095,0,742,,,,,,,板橋　正浩, ,661,D,1390,0,661,,,,,,,20211215,,,,,,,,,,,,,愛知県豊橋市神野新田町字ハノ割７,4180301005684,（株）斎藤塗工店,,,,,,,,,,,,,,,,,,,,,,,,, ,853,○, 393,0,853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,,,,,,, ,753,C, 877,0,753, ,696,○, 741,0,696,,,,,,, ,817,D, 819,0,817, ,705,○, 891,0,705,後藤　啓太, ,781,D, 935,0,781,,,,,,,20211215,,,,,,,,,,,,,岐阜県海津市平田町今尾３０８６,9200001015563,（株）材半建設, ,715,○, 645,0,715,,,,,,,,,,,,, ,715,○,2438,0,715,,,,,,, ,718,○, 522,0,718, ,696,○, 867,0,696, ,715,○,1310,0,715, ,696,○, 592,0,696,,,,,,,,,,,,, ,718,○, 850,0,718
2486,,,,,,,,,,,,,,,,,,,,,,,,, ,1091,D, 182,0,1091,,,,,,,伊藤　和真, ,785,D, 921,0,785,,,,,,,20211215,,,,,,,,,,,,,滋賀県長浜市八幡東町４２８－１,7160001006635,（株）材光工務店,,,,,,,,,,,,,,,,,,,,,,,,, ,725,○, 745,0,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,915,○, 294,0,915
2487,,,,,,, ,620,C,1388,0,620,,,,,,, ,741,○, 876,741,0,,,,,,,,,,,,,忠地　進, ,772,D, 978,0,772,,,,,,,20211215,,,,,,,,,,,,,長野県松本市村井町南３‐１０‐１４,3100001013145,（株）酒井工業所,,,,,,, ,621,B, 876,0,621,,,,,,, ,793,○,1980,0,793, ,622,○,1206,0,622,,,,,,,,,,,,, ,757,○,1180,0,757,,,,,,,,,,,,,,,,,,,,,,,,
2488,,,,,,, ,595,C,1421,0,595,,,,,,,,,,,,, ,809,D, 849,0,809,,,,,,,飯田　明男, ,619,D,1491,0,619,,,,,,,20211215,,,,,,,,,,,,,静岡県浜松市中区萩丘１－７－２３,5080401001865,（株）栄組,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,694,○, 909,0,694
2489,-01,281,C,1410,0,281,,,,,,,-01,281,○, 895,0,281,-01,281,○,1000,281,0,-01,281,D,1530,0,281,,,,,,,金谷　栄次,-01,281,D,1589,0,281,-01,281,○, 967,0,281,20211215,,,,,,,,,,,,,岐阜県本巣市小柿８０７－１,6200001009948,（株）栄興業,-01,281,○, 717,0,281,,,,,,,-01,281,○,1022,0,281,-01,281,○,2851,0,281,-01,281,○,1295,0,281,-01,281,○, 661,0,281,-01,281,○, 974,0,281,-01,281,○,1498,0,281,-01,281,○, 722,0,281,,,,,,,,,,,,,-01,281,○,1062,0,281
2490,,,,,,,,,,,,,,,,,,,,,,,,, ,1107,C,  41,1051,2158,,,,,,,榊原　讓, ,718,D,1219,0,718,,,,,,,20211215,,,,,,,,,,,,,愛知県一宮市北園通２ー１０,1180001082705,榊原建設（株）,,,,,,,,,,,,,,,,,,,,,,,,, ,698,○, 926,0,698, ,883,○, 236,0,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,883,○, 373,0,883
2491,,,,,,, ,709,C, 191,761,1470,,,,,,,,,,,,, ,729,D,1157,0,729, ,698,○, 909,0,698,坂口　明男, ,803,D, 843,0,803,,,,,,,20211215,,,,,,,,,,,,,奈良県宇陀郡御杖村菅野３４４７,3150001009898,（株）坂口組, ,720,○, 642,0,720,,,,,,,,,,,,, ,724,○,2386,0,724,,,,,,, ,681,○, 582,0,681, ,692,○, 874,0,692, ,720,○,1303,0,720,,,,,,,,,,,,,,,,,,, ,717,○, 852,0,717
2492,,,,,,, ,767,C, 809,0,767,,,,,,,,,,,,, ,1134,D, 133,0,1134,,,,,,,酒部　佳直, ,799,D, 859,0,799,,,,,,,20211215,,,,,,,,,,,,,愛知県岡崎市日名中町６ー１,4180301000966,酒部建設（株）,,,,,,,,,,,,,,,,,,,,,,,,, ,829,○, 436,0,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2493,,,,,,,,,,,,,,,,,,, ,909,○, 466,909,0, ,1008,D, 291,0,1008,,,,,,,坂本　政彦, ,980,D, 311,0,980,,,,,,,20211215,,,,,,,,,,,,,山梨県甲府市富士見１－２２－１１,4090001000895,（株）坂本建運,,,,,,,,,,,,,,,,,,, ,886,○,1398,0,886,,,,,,,,,,,,,,,,,,,,,,,,, ,998,○,  98,0,998,,,,,,,,,,,,, ,856,○, 441,0,856
2494,,,,,,, ,753,C, 879,0,753,,,,,,,,,,,,,,,,,,,,,,,,,高橋　作夫, ,894,D, 512,0,894,,,,,,,20211215,,,,,,, ,727,C, 748,0,727,長野県松本市双葉６－１,8100001013149,（株）サクセン,,,,,,,,,,,,, ,870,○, 496,0,870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,931,○,  25,458,1389,,,,,,
2495,,,,,,, ,807,C, 657,0,807,,,,,,,,,,,,,,,,,,,,,,,,,小林　弘行,-02,873,D,   4,710,1583,,,,,,,20211215,,,,,,,,,,,,,長野県佐久市塚原２３６１,3100001007238,（株）佐久総合,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹田　一, ,622,D,1483,0,622,,,,,,,20211215,,,,,,,,,,,,,東京都多摩市連光寺３－４０－１１,4013401001132,桜ヶ丘造園（株）,,,,,,, ,642,B, 849,0,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2497,,,,,,, ,977,C, 332,0,977,,,,,,,,,,,,,,,,,,,,,,,,,川中　有志, ,876,D, 563,0,876,,,,,,,20211215,,,,,,,,,,,,,愛知県名古屋市名東区亀の井３－１７８,9180001037437,（株）サクラダ,,,,,,,,,,,,,,,,,,,,,,,,, ,682,○,1009,0,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2498,,,,,,,,,,,,,,,,,,, ,795,○, 782,795,0, ,881,D, 592,0,881,,,,,,,佐合　隆治, ,793,D, 886,0,793,,,,,,,20211215,,,,,,,,,,,,,岐阜県美濃加茂市古井町下古井４５０－１,3200001017136,（株）佐合木材,,,,,,, ,810,B, 229,0,810, ,680,○, 909,0,680,,,,,,, ,684,○, 997,0,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,874,○, 390,0,874
