,firm_name,ceo_name,firm_address,firm_id,civilengineering_qualification,civilengineering_rank,civilengineering_exception,civilengineering_financial_score,civilengineering_technical_score,civilengineering_total_score,asphalt_qualification,asphalt_rank,asphalt_exception,asphalt_financial_score,asphalt_technical_score,asphalt_total_score,bridge_qualification,bridge_rank,bridge_exception,bridge_financial_score,bridge_technical_score,bridge_total_score,landscaping_qualification,landscaping_rank,landscaping_exception,landscaping_financial_score,landscaping_technical_score,landscaping_total_score,builiding_qualification,builiding_rank,builiding_exception,builiding_financial_score,builiding_technical_score,builiding_total_score,woodenbuiliding_qualification,woodenbuiliding_rank,woodenbuiliding_exception,woodenbuiliding_financial_score,woodenbuiliding_technical_score,woodenbuiliding_total_score,electricity_qualification,electricity_rank,electricity_exception,electricity_financial_score,electricity_technical_score,electricity_total_score,airconditioning_qualification,airconditioning_rank,airconditioning_exception,airconditioning_financial_score,airconditioning_technical_score,airconditioning_total_score,cement_qualification,cement_rank,cement_exception,cement_financial_score,cement_technical_score,cement_total_score,prestressed_qualification,prestressed_rank,prestressed_exception,prestressed_financial_score,prestressed_technical_score,prestressed_total_score,slope_qualification,slope_rank,slope_exception,slope_financial_score,slope_technical_score,slope_total_score,painting_qualification,painting_rank,painting_exception,painting_financial_score,painting_technical_score,painting_total_score,maintenance_qualification,maintenance_rank,maintenance_exception,maintenance_financial_score,maintenance_technical_score,maintenance_total_score,dredging_qualification,dredging_rank,dredging_exception,dredging_financial_score,dredging_technical_score,dredging_total_score,grout_qualification,grout_rank,grout_exception,grout_financial_score,grout_technical_score,grout_total_score,stakeout_qualification,stakeout_rank,stakeout_exception,stakeout_financial_score,stakeout_technical_score,stakeout_total_score,well_qualification,well_rank,well_exception,well_financial_score,well_technical_score,well_total_score,prefab_qualification,prefab_rank,prefab_exception,prefab_financial_score,prefab_technical_score,prefab_total_score,machinery_qualification,machinery_rank,machinery_exception,machinery_financial_score,machinery_technical_score,machinery_total_score,communication_qualification,communication_rank,communication_exception,communication_financial_score,communication_technical_score,communication_total_score,substation_qualification,substation_rank,substation_exception,substation_financial_score,substation_technical_score,substation_total_score,bridgemaintenance_qualification,bridgemaintenance_rank,bridgemaintenance_exception,bridgemaintenance_financial_score,bridgemaintenance_technical_score,bridgemaintenance_score,date
3470,住友電設（株）,谷　信,大阪府大阪市西区阿波座２－１－４,7120001044515,D, 350, ,1394,0,1394,C, 232, ,966,0,966,○, 194, ,1042,0,1042,,,,,,,D, 386, ,1042,0,1042,,,,,,,A,   6, ,1798,1860,3658,C,  28, ,1322,0,1322,○, 136, ,966,0,966,,,,,,,,,,,,,○, 291, ,966,0,966,○, 739, ,1510,0,1510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 369, ,1038,0,1038,○,  33, ,1553,1043,2596,○,  21, ,1604,816,2420,,,,,,,20211115
3471,炭平コーポレーション（株）,鷲澤　幸一,長野県長野市北長池１６６７,4100001001611,D,1248,-01,832,0,832,C,1208,-01,702,0,702,○, 505,-01,768,0,768,B, 843,-01,674,0,674,D, 593,-01,941,0,941,○, 437,-01,839,0,839,C,1217,-01,642,0,642,C,1414,-01,702,0,702,○, 671,-01,742,0,742,○, 647,-01,768,0,768,○,1378,-01,748,0,748,,,,,,,○,1441,-01,870,0,870,,,,,,,,,,,,,○, 181,-01,867,0,867,,,,,,,○, 738,-01,662,0,662,,,,,,,,,,,,,○, 863,-01,638,0,638,○, 875,-01,768,0,768,20211115
3472,住本建設（株）,住本　正志,兵庫県宝塚市旭町３－２１－１０,3140001083317,D,1449, ,802,0,802,C, 641, ,787,0,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 684, ,739,0,739,,,,,,,,,,,,,,,,,,,○,2739, ,738,0,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3473,（株）スリーエス,鈴木　誠治,福井県福井市上中町３６－２２－１,6210001001706,D,1822, ,753,0,753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 422, ,831,0,831,○,1742, ,827,0,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3474,成歓建設工業（株）,中屋　肇,京都府京都市伏見区日野谷寺町６０番地１１,5130001006664,D, 348, ,795,600,1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2336, ,773,0,773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3475,世紀開発（株）,神名　百合子,兵庫県姫路市東延末４－８０,4140001063714,D,2733, ,561,0,561,,,,,,,,,,,,,,,,,,,D,2390, ,624,0,624,○,1413, ,584,0,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 842, ,585,0,585,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3476,（有）誠希建設,広田　直哉,京都府南丹市園部町内林町東畑１,2130002028347,D,1899, ,742,0,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 942, ,655,583,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3477,（株）生貴建設,嘉陽　英二,大阪府堺市堺区海山町２－１２３,4120101006483,D,2675, ,592,0,592,C,1832, ,567,0,567,○, 977, ,592,0,592,,,,,,,D,2145, ,676,0,676,○,1394, ,606,0,606,,,,,,,,,,,,,○,1352, ,567,0,567,,,,,,,,,,,,,,,,,,,○,3591, ,630,0,630,○, 800, ,567,0,567,,,,,,,,,,,,,,,,,,,○, 830, ,606,0,606,,,,,,,,,,,,,,,,,,,○,1177, ,592,0,592,20211115
3478,（株）成義建設,白川　義晴,京都府京都市南区吉祥院蒔絵町２７－２,5130001025755,D,1671, ,770,0,770,,,,,,,○, 725, ,704,0,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1616, ,703,0,703,,,,,,,○,3090, ,704,0,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3479,（株）精研,上野　俊信,大阪府大阪市中央区南船場２－１－３,3120001082411,D, 542, ,1118,0,1118,,,,,,,,,,,,,,,,,,,D, 584, ,945,0,945,,,,,,,C, 358, ,981,0,981,A,  25, ,1377,1633,3010,,,,,,,,,,,,,,,,,,,○, 433, ,828,0,828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 144, ,1043,820,1863,,,,,,,,,,,,,,,,,,,20211115
3480,（株）誠廣,尼丁　廣次,大阪府大阪市天王寺区石ヶ辻町１６－８,6120002067846,D,1461, ,801,0,801,,,,,,,,,,,,,,,,,,,C, 172, ,913,1080,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3481,（株）清光園芸,大村　秀樹,岡山県倉敷市早高２４番地,8260001013728,D,1601, ,781,0,781,,,,,,,,,,,,,B, 302, ,808,0,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3482,誠光建設（株）,白井　大輔,奈良県橿原市五条野町５３８－１,9150001010611,D,   6, ,924,674,1598,C,  62, ,791,729,1520,,,,,,,B, 483, ,749,0,749,D,1783, ,729,0,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 864, ,714,0,714,○,1818, ,821,0,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 670, ,823,0,823,20211115
3483,成光建設（株）,川崎　勉,大阪府寝屋川市本町６－９,4120001148070,D,2164, ,708,0,708,C,1328, ,688,0,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 824, ,788,0,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3484,（株）成功産業,山野　浩子,滋賀県彦根市野田山町８３３－２,8160001008960,D, 312, ,849,582,1431,C, 930, ,739,0,739,○, 760, ,694,0,694,,,,,,,D,1986, ,704,0,704,○,1064, ,705,0,705,,,,,,,C,1426, ,701,0,701,○, 705, ,737,0,737,○, 538, ,797,0,797,○,1312, ,762,0,762,,,,,,,○,1893, ,813,0,813,○, 613, ,672,0,672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 895, ,762,0,762,20211115
3485,成好設備工業（株）,安田　英祥,岡山県津山市山北６２１－１７,8260001019857,D,1560, ,786,0,786,,,,,,,,,,,,,,,,,,,D,1318, ,792,0,792,,,,,,,C, 513, ,896,0,896,B,  52, ,941,1116,2057,,,,,,,○, 880, ,716,0,716,○,1480, ,733,0,733,,,,,,,○,1447, ,869,0,869,,,,,,,,,,,,,○, 534, ,716,0,716,,,,,,,○, 421, ,762,0,762,,,,,,,,,,,,,○, 406, ,887,0,887,,,,,,,20211115
3486,（株）セイショウ,西　明美,大阪府豊能郡能勢町倉垣７７７,4120901030179,D,  77, ,753,811,1564,C,1681, ,627,0,627,,,,,,,,,,,,,D,2061, ,690,0,690,○,1339, ,635,0,635,,,,,,,C,1905, ,610,0,610,○,1249, ,626,0,626,,,,,,,○,1723, ,670,0,670,,,,,,,○,3361, ,670,0,670,○, 765, ,610,0,610,,,,,,,,,,,,,,,,,,,○, 795, ,635,0,635,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3487,誠信建設工業（株）,國田　欣吾,大阪府枚方市楠葉並木２－２０－６,2120001149871,D,1613, ,779,0,779,C,1059, ,722,0,722,,,,,,,,,,,,,D, 358, ,1062,0,1062,○, 354, ,873,0,873,,,,,,,,,,,,,○, 840, ,716,0,716,○, 803, ,736,0,736,○,1356, ,751,0,751,○, 700, ,743,0,743,○,2594, ,751,0,751,,,,,,,○, 684, ,751,0,751,,,,,,,,,,,,,○, 222, ,873,0,873,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3488,（有）セイシン創建,日坂　菊惠,兵庫県美方郡香美町香住区森５００番地,9140002046738,D,  特,-01,838,1168,2006,C,  40, ,757,788,1545,○, 628, ,731,0,731,,,,,,,D,1651, ,746,0,746,○, 915, ,731,0,731,,,,,,,C,1249, ,725,0,725,○, 772, ,726,0,726,○, 827, ,731,0,731,○, 352, ,788,715,1503,,,,,,,○,2814, ,731,0,731,○, 686, ,648,0,648,○, 762, ,731,0,731,○, 478, ,731,0,731,○, 147, ,653,0,653,○, 743, ,660,0,660,○,1048, ,648,0,648,○, 864, ,648,0,648,,,,,,,○, 997, ,731,0,731,20211115
3489,成真土木（株）,武内　良孝,兵庫県たつの市御津町釜屋９－１１,1140001039592,D,1223, ,834,0,834,C, 885, ,745,0,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 770, ,727,0,727,,,,,,,○,1362, ,751,0,751,,,,,,,○,1810, ,821,0,821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3490,（株）誠電社,渡辺　誠,福島県福島市高野河原下１９－１５,2380001003747,D,2565, ,629,0,629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 978, ,731,0,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 954, ,551,0,551,,,,,,,,,,,,,20211115
3491,セイトー（株）,佐藤　利明,静岡県静岡市駿河区下川原南２番２４号,2080001002473,D, 631, ,998,0,998,C, 631, ,789,0,789,○, 393, ,830,0,830,B, 780, ,689,0,689,D,1087, ,830,0,830,○, 474, ,830,0,830,,,,,,,C,1489, ,694,0,694,○, 720, ,734,0,734,○, 420, ,830,0,830,○, 794, ,864,0,864,○,  26, ,961,971,1932,○, 237, ,1041,1025,2066,,,,,,,○, 372, ,864,0,864,○, 233, ,830,0,830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3492,（株）西部開発,山本　晴美,福井県福井市勝見３－１５－７,2210001002666,D,  70, ,849,718,1567,C, 479, ,827,0,827,,,,,,,B, 538, ,736,0,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 634, ,754,0,754,○,2462, ,763,0,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3493,（有）西武建設,広川　健二,福井県福井市グリーンハイツ１０－１３０,9210002001917,D,1837, ,750,0,750,C,1593, ,647,0,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1500, ,728,0,728,,,,,,,○,2871, ,726,0,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3494,西武造園（株）,大嶋　聡,東京都豊島区長崎５－１－３４,2013301006241,D, 609, ,1019,0,1019,C, 506, ,819,0,819,,,,,,,A,   7, ,1327,1015,2342,D,1098, ,828,0,828,○, 479, ,828,0,828,C, 844, ,783,0,783,,,,,,,○, 481, ,785,0,785,,,,,,,○, 565, ,980,0,980,,,,,,,○,1126, ,980,0,980,,,,,,,,,,,,,,,,,,,,,,,,,○, 282, ,828,0,828,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3495,西部造園土木（株）,武井　彰,兵庫県尼崎市武庫之荘８－１２－３０,8140001049453,D,1750, ,762,0,762,,,,,,,,,,,,,B,  19, ,845,667,1512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3496,西部電建（株）,金井　郁智,兵庫県西脇市西脇８８５－１２０,4140001075387,D,2274, ,691,0,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 780, ,803,0,803,C, 920, ,772,0,772,,,,,,,,,,,,,,,,,,,,,,,,,○,2840, ,729,0,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 607, ,791,0,791,,,,,,,20211115
3497,（株）西部緑化,内藤　昌男,東京都練馬区上石神井南町１３番１１号,8011601003589,D,  53, ,879,698,1577,,,,,,,,,,,,,A,  75, ,940,905,1845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3498,（株）ＳＥＩＨＯ,松田　朗宏,京都府城陽市中出口２４－３,7130001062994,D,2144,-01,710,0,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3499,成豊建設（株）,上山　晃彦,東京都渋谷区渋谷１－６－４せいこうビル,4011001016906,D, 452, ,1261,0,1261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3500,西友エンジニアリング（株）,原　康人,神奈川県相模原市緑区大島１００１ー８　大島ウェルズ２１ーＣ,1021001059097,D,2373, ,670,0,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3378, ,667,0,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 873, ,707,0,707,,,,,,,,,,,,,,,,,,,20211115
3501,（株）セイワ,濱名　修,兵庫県豊岡市竹野町竹野２４７４－１,5140002046816,D, 387, ,753,605,1358,C,1650, ,633,0,633,,,,,,,,,,,,,D,1531, ,761,0,761,,,,,,,,,,,,,,,,,,,○,1278, ,614,0,614,,,,,,,,,,,,,,,,,,,○,3392, ,666,0,666,,,,,,,,,,,,,,,,,,,,,,,,,○, 717, ,669,0,669,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3502,世和建設（株）,田中　富雄,大阪府堺市堺区甲斐町西２－２－２３,7120101003874,D,2487, ,649,0,649,C,1816, ,577,0,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3679, ,606,0,606,○, 782, ,590,0,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3503,清和建設（株）,梅林　末樹,福井県今立郡池田町清水谷２－１８－１,1210001012311,D,1567, ,785,0,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 639, ,770,0,770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1054, ,708,0,708,20211115
3504,（株）清和建設,前田　愛彦,兵庫県豊岡市日高町松岡１８９－１,6140001056261,D, 372,-01,732,635,1367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1135,-02,606,0,606,○,1844,-01,623,0,623,,,,,,,○,3626,-01,623,0,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3505,（株）星和コンストラクション,神前　明美,大阪府泉南郡熊取町七山東９１７－１,8120101040652,D,1445, ,803,0,803,C,1187, ,705,0,705,○, 794, ,681,0,681,,,,,,,D,2025, ,697,0,697,○,1182, ,681,0,681,,,,,,,C,1708, ,658,0,658,○,1091, ,671,0,671,○, 967, ,693,0,693,○,1539, ,721,0,721,○,1333, ,636,0,636,○,2929, ,721,0,721,○, 722, ,636,0,636,○, 797, ,721,0,721,○, 669, ,681,0,681,,,,,,,○, 779, ,645,0,645,○,1072, ,636,0,636,○, 883, ,636,0,636,,,,,,,○,1031, ,721,0,721,20211115
3506,（株）誠和総合産業,坂本　玉子,大阪府高石市千代田１－８－８,9120102005447,D,2740, ,558,0,558,,,,,,,,,,,,,,,,,,,D,2504, ,561,0,561,,,,,,,C,1327, ,553,0,553,C,1921, ,602,0,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3507,（株）セイワプラント,井原　純,大阪府大阪市住吉区長居４－５－１８－１０４,5120001141322,D,1532, ,790,0,790,C,1504, ,663,0,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2912, ,722,0,722,○, 368, ,728,0,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3508,成和緑地（株）,松本　寛之,大阪府堺市東区西野２８８－５９ビレッジ西野１Ｆ,5120101029995,D,2575, ,626,0,626,,,,,,,,,,,,,B,  55, ,741,606,1347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3610, ,626,0,626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3509,世界産業（株）,榎並　巧二,大阪府泉佐野市南中樫井４７３番地の１,2120101039799,D,1512, ,793,0,793,,,,,,,,,,,,,B, 894, ,662,0,662,,,,,,,,,,,,,,,,,,,,,,,,,○,1130, ,661,0,661,,,,,,,,,,,,,,,,,,,○,3041, ,710,0,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3510,（株）せき,関　將之,奈良県高市郡明日香村岡３７９－１,4150001010608,D, 131, ,847,687,1534,C,  61, ,766,754,1520,,,,,,,B, 868, ,669,0,669,D,2227, ,663,0,663,○,1245, ,664,0,664,,,,,,,C,1693, ,660,0,660,○, 750, ,730,0,730,,,,,,,○,1353, ,752,0,752,,,,,,,○, 721, ,752,774,1526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3511,関口建設（株）,関口　清司,京都府亀岡市北古世町１－１－５,5130001035647,D, 127, ,877,660,1537,C,1386, ,679,0,679,○, 804, ,678,0,678,B, 826, ,678,0,678,C, 217, ,894,998,1892,○, 640, ,784,0,784,,,,,,,C,1583, ,679,0,679,○,1054, ,678,0,678,○, 733, ,751,0,751,○,1186, ,782,0,782,,,,,,,○,2241, ,782,0,782,,,,,,,○, 592, ,782,0,782,○, 680, ,678,0,678,,,,,,,○, 380, ,784,0,784,,,,,,,,,,,,,,,,,,,○, 825, ,782,0,782,20211115
3512,（株）石樹園,松本　光洋,兵庫県相生市赤坂１－２－１９,1140001039849,D,2552, ,633,0,633,,,,,,,,,,,,,B, 921, ,652,0,652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1150, ,582,0,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3513,積水アクアシステム（株）,植村　政孝,大阪府大阪市北区大淀中１－１－３０,6120001065933,D, 514, ,1153,0,1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C, 108, ,1140,0,1140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 348, ,1073,0,1073,,,,,,,,,,,,,,,,,,,20211115
3514,積水化学工業（株）,加藤　敬太,東京都港区虎ノ門２－１０－４,1120001059650,D, 465, ,1237,0,1237,,,,,,,,,,,,,,,,,,,D, 131, ,1350,0,1350,,,,,,,,,,,,,C,  73, ,1216,0,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3515,積水ハウス（株）,仲井　嘉浩,大阪府大阪市北区大淀中１－１－８８,8120001059652,D, 330, ,1414,0,1414,,,,,,,,,,,,,,,,,,,C, 160, ,2017,0,2017,○,   6, ,2017,0,2017,C, 135, ,1425,0,1425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,   2, ,2017,0,2017,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3516,（株）関土木,関　守,福井県福井市三郎丸２－８１０,3210001001799,D, 260, ,774,693,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3236, ,687,0,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3517,（株）関根組,関根　久夫,和歌山県和歌山市今福５－１－１８,4170001013864,D,2811, ,461,0,461,,,,,,,,,,,,,,,,,,,D,2559, ,438,0,438,○,1479, ,437,0,437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3865, ,467,0,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3518,（株）関本建設,関本　一人,滋賀県長浜市本庄町５７９－１,6160001006751,D,1337, ,820,0,820,B, 120, ,887,1010,1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2037, ,801,0,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3519,瀬戸内造園（株）,青木　浩平,岡山県岡山市中区西川原２８ー１,9260001003703,D,2057, ,722,0,722,,,,,,,,,,,,,B,   7, ,879,687,1566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 548, ,716,972,1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3520,（株）瀬戸工務店,瀧田　潤子,京都府京都市左京区岩倉木野町８０,7130001009392,D,1706, ,766,0,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,2427, ,766,0,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3521,（株）ゼニライトブイ,竹安　正,大阪府池田市豊島南２－１７６－１,6120901019682,D, 993,-01,876,0,876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,1126,-01,675,0,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 686,-01,772,0,772,○, 780,-01,685,0,685,,,,,,,,,,,,,20211115
3522,（株）セフティ,松室　真,大阪府堺市南区稲葉２丁１７３４番地,1120101023812,D,1625, ,777,0,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 568, ,770,0,770,○, 861, ,772,601,1373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3523,（株）ｚｅｒｏ　ｏｎｅ,南　一美,福島県福島市栄町１０－２１福島栄町ビル,3380001025006,D,1171, ,842,0,842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3335, ,674,0,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3524,（有）センシュウ,小島　秀義,大阪府大阪市此花区高見３－１８－２１,2120102022928,D,1867, ,747,0,747,,,,,,,,,,,,,,,,,,,C,  90, ,841,1288,2129,○, 777, ,756,0,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○, 518, ,787,0,787,○,3300, ,678,0,678,,,,,,,,,,,,,,,,,,,,,,,,,○, 462, ,748,0,748,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3525,（株）泉州ヤマト,橘　弘憲,大阪府堺市南区釜室９３０,5120101003769,D,1733, ,763,0,763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
3526,（株）泉州緑化,山本　雄一,大阪府岸和田市西之内町２０－４０,8120101036980,D,2339, ,679,0,679,,,,,,,,,,,,,B,   4, ,851,721,1572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,3267, ,682,0,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20211115
